id,url,ja,zh_cn,zh_tw,en,note,source
uncensored-gre012,https://www.busfan.club/uncensored/genre/gre012,酒,喝酒,喝酒,酒,,avsox;javbus
uncensored-gre129,https://www.busfan.club/uncensored/genre/gre129,野外,野外,野外,Outdoors,,avsox;javbus;javlib
1i,https://www.busfan.club/genre/1i,野外・露出,野外・露出,野外・露出,Outdoor,,jav321;javbus
uncensored-gre123,https://www.busfan.club/uncensored/genre/gre123,野外露出,露出,露出,Outdoor,,avsox;javbus
uncensored-11w,https://www.busfan.club/uncensored/genre/11w,鉄格子,牢笼,牢籠,bars/lock,,avsox;javbus
2i,https://www.busfan.club/genre/2i,長身,高个子,高,Tall Girl,,avsox;jav321;javbus;javlib
uncensored-125,https://www.busfan.club/uncensored/genre/125,開口具（ボールギャグ含）,开口器,開口器,Tool for opening mouse,,avsox;javbus
uncensored-wj,https://www.busfan.club/uncensored/genre/wj,階段,楼梯,樓梯,階段,,avsox;javbus
uncensored-gre120,https://www.busfan.club/uncensored/genre/gre120,電マ,电动按摩器,電動按摩器,電マ,,avsox;jav321;javbus;javlib
uncensored-12u,https://www.busfan.club/uncensored/genre/12u,電気ドリル,电钻,電鑽,Electric drill,,avsox;javbus
le,https://www.b49t.com/cn/vl_genre.php?g=le,露出,露出,露出,Exposure,,javlib
azcq,https://www.b49t.com/cn/vl_genre.php?g=azcq,青春,青年,青年,Youth,,javlib
eq,https://www.busfan.club/genre/eq,面接,面试,面接,面接,,avsox;javbus
uncensored-15z,https://www.busfan.club/uncensored/genre/15z,鞭,鞭打,鞭打,鞭,,avsox;javbus
a4hq,https://www.b49t.com/cn/vl_genre.php?g=a4hq,韓国,韩国,韓國,Korean,,javlib
5,https://www.busfan.club/genre/5,顔射,颜射,顏射,Facial,,avsox;jav321;javbus;javlib
uncensored-gre099,https://www.busfan.club/uncensored/genre/gre099,顔面騎乗,骑在脸上,騎在臉上,Sitting on face,,avsox;jav321;javbus;javlib
uncensored-8w,https://www.busfan.club/uncensored/genre/8w,願い,愿望,願望,願い,,avsox;javbus
du,https://www.b49t.com/cn/vl_genre.php?g=du,風俗嬢,妓女,妓女,Prostitutes,,javlib
uncensored-gre002,https://www.busfan.club/uncensored/genre/gre002,風呂,洗澡,洗澡,風呂,,avsox;javbus
4t,https://www.busfan.club/genre/4t,食糞,食粪,食糞,Scat,,jav321;javbus;javlib
ey,https://www.busfan.club/genre/ey,飲み会・合コン,酒会・联谊会,飲み会・合コン,飲み会・合コン,,javbus
uncensored-14v,https://www.busfan.club/uncensored/genre/14v,飲尿,喝尿,喝尿,drinking piss,,avsox;jav321;javbus;javlib
uncensored-1bu,https://www.busfan.club/uncensored/genre/1bu,首かせ,颈链,頸鏈,choker,,avsox;javbus
uncensored-yk,https://www.busfan.club/uncensored/genre/yk,首輪,项圈,項圈,collar(BDSM),,avsox;javbus
uncensored-gre107,https://www.busfan.club/uncensored/genre/gre107,駅弁,站立位,站立位,駅弁,,avsox;javbus
42,https://www.busfan.club/genre/42,騎乗位,骑乘位,女上位,Cowgirl,,avsox;jav321;javbus;javlib
uncensored-141,https://www.busfan.club/uncensored/genre/141,騎乗位中出し,骑乘内射,騎乘內射,Creampie-riding,,avsox;javbus
uncensored-164,https://www.busfan.club/uncensored/genre/164,騙姦,骗奸,騙奸,騙姦,,avsox;javbus
hd,https://www.busfan.club/genre/hd,高解像度,高清,高清,High Definition,画质、字幕相关的，要看实际下载的影片,javbus
uncensored-110,https://www.busfan.club/uncensored/genre/110,髪に精液,射在头发,射在頭髮,cum on hair,,avsox;javbus
3r,https://www.busfan.club/genre/3r,鬼畜,粗暴,粗暴,Rough Sex,,jav321;javbus
aqua,https://www.b49t.com/cn/vl_genre.php?g=aqua,鬼畜系,魔鬼系,魔鬼系,Evil,,javlib
uncensored-9a,https://www.busfan.club/uncensored/genre/9a,魔女,魔女,魔女,魔女,,avsox;javbus
5r,https://www.busfan.club/genre/5r,魔法少女,魔法少女,魔法少女,Magical Girl,,jav321;javbus
uncensored-gre047,https://www.busfan.club/uncensored/genre/gre047,黒人とSEX,黑人,黑人,with a black man,,avsox;javbus
z,https://www.busfan.club/genre/z,黒人男優,黑人演员,黑人演員,Black Man,,jav321;javbus;javlib
uncensored-5g,https://www.busfan.club/uncensored/genre/5g,黒髪,黑发,黑髮,黒髪,,avsox;javbus
uncensored-gre081,https://www.busfan.club/uncensored/genre/gre081,黒髪ロング,长发,長發,黒髪ロング,,avsox;javbus
f7,https://www.busfan.club/genre/f7,鼻フック,鼻夹,鼻フック,鼻フック,,javbus
uncensored-gre126,https://www.busfan.club/uncensored/genre/gre126,３P,多P,多P,３P,,avsox;javbus
uncensored-gre111,https://www.busfan.club/uncensored/genre/gre111,Ｗフェラ,多人口交,多人口交,Ｗフェラ,,avsox;javbus
